code,performanceExpPubDate,performanceExpStatDate,performanceExpUpdateDate,performanceExpressTotalAsset,performanceExpressNetAsset,performanceExpressEPSChgPct,performanceExpressROEWa,performanceExpressEPSDiluted,performanceExpressGRYOY,performanceExpressOPYOY
sh.600000,2010-01-05,2009-12-31,2010-01-05,1622000000000.000000,0.000000,0.076900,0.900000,1.620000,0.057945,0.124902
sh.600007,2010-03-17,2009-12-31,2010-03-17,8966160000.000000,4359690000.000000,-0.064470,0.000000,0.290000,-0.028839,-0.118301
sh.600007,2010-08-25,2010-06-30,2010-08-25,9174340000.000000,4339780000.000000,-0.041939,0.000000,0.120000,0.030749,-0.269256
sh.600018,2010-01-12,2009-12-31,2010-01-12,63010000000.000000,32240000000.000000,-0.041415,0.000000,0.178900,-0.106881,-0.249916
sh.600019,2010-01-16,2009-12-31,2010-01-16,200926000000.000000,95111000000.000000,-0.040327,6.190000,0.330000,-0.014563,-0.130798
sh.600030,2010-01-13,2009-12-31,2010-01-13,206693240000.000000,0.000000,0.249459,0.000000,1.350000,0.242991,0.386148
sh.600036,2010-04-14,2010-03-31,2010-04-14,2199000000000.000000,0.000000,0.080088,0.000000,0.000000,0.361799,-1.000000
sh.600037,2010-01-30,2009-12-31,2010-01-30,5863487044.230000,4471835157.820000,0.000169,0.000000,0.310300,0.161894,-0.029247
sh.600039,2010-08-04,2010-06-30,2010-08-04,7443168894.670000,914388106.020000,0.005475,0.000000,0.023800,0.540995,0.086625
sh.600073,2010-03-18,2009-12-31,2010-03-18,2339388400.000000,758887300.000000,-0.205632,0.000000,-0.190000,1.156672,-11.263191
sh.600081,2010-03-23,2009-12-31,2010-03-23,1299020318.470000,360450426.020000,0.321672,8.793200,0.096800,6.251540,1.000000
sh.600081,2010-08-13,2010-06-30,2010-08-13,1622354746.170000,485486845.800000,0.435558,29.561600,0.398800,-1.000000,20.405553
sh.600081,2010-10-19,2010-09-30,2010-10-19,1601242362.390000,529235805.440000,0.515195,37.942700,0.538300,-1.000000,10.182385
sh.600101,2010-01-22,2009-12-31,2010-01-22,2068880000.000000,0.000000,0.031926,0.000000,0.310000,0.914265,0.325107
sh.600109,2010-01-21,2009-12-31,2010-01-21,11017515400.000000,0.000000,-0.239680,0.000000,0.520000,-0.049384,-0.317796
sh.600131,2010-01-23,2009-12-31,2010-01-23,1791881800.000000,0.000000,0.487007,0.000000,-0.110000,-0.075557,0.621936
sh.600131,2010-07-07,2010-06-30,2010-07-07,1925553000.000000,534929100.000000,0.227863,0.000000,0.075000,0.644020,1.383092
sh.600151,2010-01-29,2009-12-31,2010-01-29,5635457000.000000,1301704000.000000,0.066172,0.000000,0.103000,0.060938,3.215951
sh.600161,2010-01-30,2009-12-31,2010-01-30,2161020417.500000,798665599.440000,0.037314,0.000000,0.430000,0.611619,0.170134
sh.600173,2010-07-13,2010-06-30,2010-07-13,4072541075.980000,1306392956.440000,0.017115,0.000000,0.124000,-1.000000,0.124541
sh.600183,2010-08-04,2010-06-30,2010-08-04,5357829580.970000,2412106570.350000,0.192804,0.000000,0.310000,1.596629,1.607953
sh.600190,2010-07-12,2010-06-30,2010-07-12,5911220600.000000,3720438300.000000,0.050902,0.000000,0.099000,0.505075,1.033191
sh.600193,2010-04-16,2009-12-31,2010-04-16,721835694.640000,328653502.480000,-0.194429,2.600000,0.050000,0.000000,-0.844274
sh.600197,2010-08-19,2010-06-30,2010-08-19,1468006875.360000,989280829.450000,0.016355,0.000000,0.199100,1.696760,0.194574
sh.600199,2010-03-23,2009-12-31,2010-03-23,1142655500.000000,652584700.000000,0.190049,0.000000,0.274000,3.900406,2.186783
sh.600219,2010-04-03,2009-12-31,2010-04-03,15296646962.030000,11596057092.230000,0.052072,7.550000,0.500000,0.435251,0.114038
sh.600251,2010-02-04,2009-12-31,2010-02-04,1788814500.000000,822050100.000000,0.003833,0.000000,0.080000,134.980921,0.065038
sh.600256,2010-07-14,2010-06-30,2010-07-14,10874356600.000000,3503966700.000000,0.060685,0.000000,0.255000,48.003854,0.321663
sh.600269,2010-02-12,2009-12-31,2010-02-12,14711000000.000000,8752000000.000000,0.056874,16.070000,0.530000,0.961472,0.166065
sh.600284,2010-03-03,2009-12-31,2010-03-03,11445023400.000000,2234620100.000000,0.138624,7.330000,0.460800,0.574688,0.549421
sh.600288,2010-10-23,2010-09-30,2010-10-23,2829656149.330000,1159078415.400000,-0.025957,3.140000,0.081900,30.262328,3.945089
sh.600292,2010-07-10,2010-06-30,2010-07-10,5283480000.000000,902770000.000000,0.002677,0.000000,0.074500,9.322136,0.194123
sh.600302,2010-04-01,2009-12-31,2010-04-01,1469974957.460000,1215960371.180000,0.019364,0.840000,0.029700,0.115473,1.514972
sh.600309,2010-02-11,2009-12-31,2010-02-11,9700243063.500000,5824292494.310000,-0.290554,22.550000,0.640000,0.016440,-0.330646
sh.600319,2010-04-15,2009-12-31,2010-04-15,3533911925.860000,967135821.630000,-0.400168,-10.880000,-0.350000,-0.154486,-8.684797
sh.600348,2010-03-16,2009-12-31,2010-03-16,17332265800.000000,5985634100.000000,0.962839,38.480000,1.930000,0.446872,1.034955
sh.600348,2010-07-13,2010-06-30,2010-07-13,21736375200.000000,7428281300.000000,0.152442,14.110000,0.517000,0.889756,0.475415
sh.600369,2010-01-13,2009-12-31,2010-01-13,14937480000.000000,0.000000,0.436329,0.000000,0.510000,82.300235,5.202625
sh.600376,2010-10-23,2010-09-30,2010-10-23,41333982352.540000,10177870174.570000,0.568244,10.890000,0.920000,386.832417,1.464484
sh.600380,2010-01-19,2009-12-31,2010-01-19,6174842300.000000,3119363100.000000,0.465409,0.000000,0.440900,0.256698,322.384000
sh.600380,2010-04-13,2010-03-31,2010-04-13,6399670700.000000,3315096500.000000,0.093034,5.860000,0.180000,6.972607,0.555653
sh.600380,2010-07-12,2010-06-30,2010-07-12,6554631100.000000,3487288500.000000,0.122307,0.000000,0.280000,0.253632,0.357506
sh.600391,2010-03-04,2009-12-31,2010-03-04,1624570000.000000,564320000.000000,-0.153282,8.410000,0.370000,0.165096,-1.000000
sh.600403,2010-02-03,2009-12-31,2010-02-03,483669800.000000,305365500.000000,0.069099,0.000000,0.170000,4.341373,0.276097
sh.600406,2010-07-20,2010-06-30,2010-07-20,2656437700.000000,1175600000.000000,0.096755,14.720000,0.320000,0.879589,0.558405
sh.600418,2010-02-26,2009-12-31,2010-02-26,12374090100.000000,4322891500.000000,0.215584,0.000000,0.260000,0.386081,57.101901
sh.600425,2010-01-16,2009-12-31,2010-01-16,3066675700.000000,0.000000,0.243507,0.000000,0.560000,0.302474,0.943071
sh.600428,2010-02-09,2009-12-31,2010-02-09,7328227600.000000,4233376500.000000,-1.001756,0.000000,0.100000,-0.434639,-0.952696
sh.600428,2010-07-09,2010-06-30,2010-07-09,8769631700.000000,4371054900.000000,0.039229,3.390000,0.110000,0.013805,0.874641
sh.600428,2010-10-13,2010-09-30,2010-10-13,9659032600.000000,4440113900.000000,0.103500,5.430000,0.180000,0.099280,2.665757
sh.600433,2010-02-09,2009-12-31,2010-02-09,1008744800.000000,665429200.000000,0.148050,0.000000,0.060000,-0.007471,1.401382
sh.600433,2010-10-19,2010-09-30,2010-10-19,935169600.000000,679927400.000000,0.042685,3.140000,0.073800,0.476247,1.659903
sh.600436,2010-03-05,2009-12-31,2010-03-05,0.000000,0.000000,-0.075873,0.000000,0.930000,0.058720,-0.091606
sh.600444,2010-07-30,2010-06-30,2010-07-30,572050000.000000,69060000.000000,0.199465,-8.760000,-0.060000,2.533679,0.765953
sh.600483,2010-02-03,2009-12-31,2010-02-03,1154629600.000000,741433400.000000,0.040282,0.000000,0.070000,0.234810,2.415633
sh.600495,2010-03-11,2009-12-31,2010-03-11,2011656370.010000,1342071853.810000,-0.311718,0.000000,0.220000,0.884255,-0.700280
sh.600495,2010-04-07,2010-03-31,2010-04-07,2096017894.060000,1343950664.210000,-0.034368,0.000000,0.010000,1.723044,-0.059868
sh.600500,2010-07-30,2010-06-30,2010-07-30,22922225700.000000,5718143300.000000,0.161564,8.720000,0.370000,2.689199,0.779223
sh.600502,2010-03-18,2009-12-31,2010-03-18,2625528700.000000,618339800.000000,0.146518,0.000000,0.200000,0.276894,0.260363
sh.600505,2010-07-09,2010-06-30,2010-07-09,1690842100.000000,416109300.000000,-0.301360,0.000000,0.030700,0.247292,-0.231773
sh.600511,2010-01-13,2009-12-31,2010-01-13,3344894016.250000,1042178362.420000,0.067917,0.000000,0.472700,0.184502,0.236885
sh.600545,2010-03-19,2009-12-31,2010-03-19,3035186500.000000,1506278000.000000,0.165861,11.830000,0.230000,0.708017,2.526151
sh.600546,2010-07-14,2010-06-30,2010-07-14,20011119300.000000,2824079800.000000,0.126088,0.000000,0.520000,13.787846,0.430686
sh.600549,2010-02-03,2009-12-31,2010-02-03,10718390600.000000,2311918300.000000,0.021679,0.000000,0.313700,2.462397,0.797378
sh.600549,2010-07-22,2010-06-30,2010-07-22,11325147100.000000,2400537200.000000,0.260557,0.000000,0.281000,4.525735,26.657588
sh.600575,2010-02-04,2009-12-31,2010-02-04,848747800.000000,530106500.000000,-0.083740,0.000000,0.010000,-0.296599,-0.911247
sh.600580,2010-07-24,2010-06-30,2010-07-24,3766841848.810000,2281189416.630000,0.027921,0.000000,0.306800,0.354511,0.029492
sh.600581,2010-01-29,2009-12-31,2010-01-29,12578492000.000000,2887863000.000000,0.000770,0.000000,0.140000,0.000000,0.261406
sh.600592,2010-01-25,2009-12-31,2010-01-25,1185170000.000000,806700000.000000,-0.119835,0.000000,0.247000,-0.228613,-0.464349
sh.600612,2010-03-05,2009-12-31,2010-03-05,3650338611.110000,980923667.320000,0.215447,0.000000,0.468700,0.177606,0.900613
sh.600617,2010-04-27,2009-12-31,2010-04-27,51095584.920000,-70123046.750000,-0.106124,-118.730000,-0.400000,6.516121,1.000000
sh.600618,2010-02-11,2009-12-31,2010-02-11,5720220000.000000,2304880000.000000,-0.343599,0.000000,-0.334300,0.144637,-17.377364
sh.600618,2010-07-14,2010-06-30,2010-07-14,0.000000,0.000000,0.048220,0.000000,0.050600,0.264052,36.434818
sh.600644,2010-01-22,2009-12-31,2010-01-22,3335610000.000000,673620000.000000,-0.084395,0.000000,0.173900,0.091774,-0.337887
sh.600644,2010-04-08,2010-03-31,2010-04-08,3483389700.000000,685319000.000000,0.001761,0.000000,0.035100,0.815927,0.073001
sh.600644,2010-07-02,2010-06-30,2010-07-02,3592790000.000000,699400000.000000,0.009490,0.000000,0.124800,0.671100,0.039771
sh.600644,2010-10-12,2010-09-30,2010-10-12,3637350000.000000,719680000.000000,0.014381,8.460000,0.182300,0.706783,-0.153908
sh.600655,2010-03-23,2009-12-31,2010-03-23,8651131200.000000,3987299100.000000,0.192255,14.305000,0.604000,0.050999,0.574603
sh.600655,2010-08-18,2010-06-30,2010-08-18,9729678000.000000,4193663300.000000,0.106097,9.363000,0.483000,0.260902,0.307154
sh.600663,2010-07-31,2010-06-30,2010-07-31,21282277759.290000,10047513299.500000,0.011559,0.000000,0.527500,-1.000000,-0.435442
sh.600674,2010-03-16,2009-12-31,2010-03-16,9890605500.000000,5179705800.000000,-0.211049,8.610000,0.250000,0.000000,-0.498973
sh.600674,2010-07-07,2010-06-30,2010-07-07,9873418000.000000,5261579000.000000,-0.033173,1.560000,0.087400,0.000000,-0.181502
sh.600678,2010-04-20,2009-12-31,2010-04-20,1744690000.000000,-139900000.000000,-1.714482,-389.130000,-1.650000,1.520953,-8.416958
sh.600683,2010-04-13,2010-03-31,2010-04-13,5792316655.950000,1517616370.080000,0.000286,1.042000,0.022000,1.166582,-0.274035
sh.600684,2010-01-22,2009-12-31,2010-01-22,1800849100.000000,787824700.000000,0.202461,0.000000,0.330000,1.072536,1.298168
sh.600684,2010-07-23,2010-06-30,2010-07-23,1825865100.000000,780653100.000000,0.088864,0.000000,0.160000,3.186718,1.168454
sh.600728,2010-08-13,2010-06-30,2010-08-13,960490102.720000,19798501.110000,0.041087,0.000000,0.018400,1.475933,1.441388
sh.600729,2010-01-19,2009-12-31,2010-01-19,2730648300.000000,0.000000,-0.026168,0.000000,0.770000,0.138819,-0.012470
sh.600742,2010-03-11,2009-12-31,2010-03-11,2283255500.000000,1651289600.000000,0.781095,23.900000,1.680000,0.042913,0.827962
sh.600743,2010-01-16,2009-12-31,2010-01-16,6881453700.000000,1726949000.000000,-0.076716,21.390000,0.440000,5.075937,-0.148583
sh.600743,2010-04-09,2010-03-31,2010-04-09,7244589900.000000,1738334100.000000,0.020820,0.000000,0.090000,0.000000,0.311665
sh.600743,2010-07-07,2010-06-30,2010-07-07,7713891000.000000,1830624600.000000,0.016430,0.000000,0.180000,0.408227,0.175754
sh.600743,2010-10-12,2010-09-30,2010-10-12,8223358900.000000,1923077500.000000,0.048409,14.530000,0.270000,0.000000,0.209606
sh.600750,2010-01-27,2009-12-31,2010-01-27,1606220000.000000,1020360000.000000,0.151474,0.000000,0.660000,1.184193,0.376712
sh.600754,2010-03-20,2009-12-31,2010-03-20,4762440000.000000,3912420000.000000,0.012922,8.330000,0.465800,-0.014201,0.086344
sh.600754,2010-08-18,2010-06-30,2010-08-18,5487750000.000000,4149140000.000000,0.053160,4.470000,0.382400,2.097615,0.114565
sh.600765,2010-03-18,2009-12-31,2010-03-18,5801138600.000000,2630220000.000000,0.074980,0.000000,0.520000,6.964811,0.353897
sh.600795,2010-01-22,2009-12-31,2010-01-22,89692502700.000000,15750087700.000000,0.260244,0.000000,0.293000,0.190853,37.376398
sh.600807,2010-02-11,2009-12-31,2010-02-11,1112710307.680000,329086550.370000,-0.419342,0.000000,-0.350000,5.495446,-5.064391
sh.600807,2010-07-21,2010-06-30,2010-07-21,1434754913.730000,396457679.500000,0.506429,0.000000,0.420000,223.054222,6.983857
sh.600809,2010-07-20,2010-06-30,2010-07-20,2610967000.000000,1766101000.000000,0.239086,0.000000,0.770000,1.146840,0.344543
sh.600814,2010-01-12,2009-12-31,2010-01-12,1201887200.000000,581463900.000000,-0.036173,0.000000,0.215000,0.090943,-0.206295
sh.600815,2010-08-05,2010-06-30,2010-08-05,7195249745.590000,2287454337.810000,0.504164,19.000000,0.580000,1.018312,9.377560
sh.600837,2010-01-15,2009-12-31,2010-01-15,120751814700.000000,0.000000,0.150664,11.100000,0.550000,0.414520,0.562330
sh.600837,2010-07-15,2010-06-30,2010-07-15,109002733900.000000,42749041300.000000,-0.074211,4.220000,0.220000,0.060479,-0.175201
sh.600865,2010-01-30,2009-12-31,2010-01-30,1490121200.000000,859035600.000000,0.072082,0.000000,0.270000,-0.146903,0.373332
sh.600865,2010-07-31,2010-06-30,2010-07-31,2518615900.000000,908468300.000000,-0.036060,5.380000,0.130000,0.045684,-0.181229
sh.600866,2010-10-12,2010-09-30,2010-10-12,2000035900.000000,1377629700.000000,0.271609,17.600000,0.442200,0.206488,1.647271
sh.600883,2010-03-25,2009-12-31,2010-03-25,0.000000,0.000000,0.089994,0.000000,0.099600,0.590573,59.907303
sh.600883,2010-08-11,2010-06-30,2010-08-11,550191797.460000,534913588.950000,0.207503,0.000000,0.227100,-0.507118,10.155332
sh.600885,2010-04-01,2009-12-31,2010-04-01,578161600.000000,-28236300.000000,-0.432070,-424.570000,-0.790000,1.533825,1.000000
sh.600900,2010-01-13,2009-12-31,2010-01-13,161635167000.000000,0.000000,0.043984,0.000000,0.455900,0.257635,0.108609
sh.600982,2010-01-12,2009-12-31,2010-01-12,815232800.000000,421371200.000000,0.113444,0.000000,0.275200,0.073047,0.830020
sh.600985,2010-01-30,2009-12-31,2010-01-30,531827600.000000,358992100.000000,0.372796,0.000000,0.610000,0.974126,1.734246
sh.601003,2010-02-05,2009-12-31,2010-02-05,14952642978.000000,5022863493.940000,0.099383,5.530000,0.105400,-0.090741,14.240380
sh.601008,2010-03-15,2009-12-31,2010-03-15,2455909700.000000,1694734300.000000,-0.052802,0.000000,0.140000,0.004641,-0.117260
sh.601008,2010-10-21,2010-09-30,2010-10-21,2932616625.130000,1762323014.460000,0.047692,4.840000,0.160000,0.219648,0.298838
sh.601099,2010-01-29,2009-12-31,2010-01-29,5959466500.000000,1785190700.000000,0.698857,0.000000,0.270000,0.000000,1.607920
sh.601099,2010-07-10,2010-06-30,2010-07-10,4748824700.000000,1811476000.000000,-0.099559,3.120000,0.038000,-0.313333,-0.685919
sh.601101,2010-07-21,2010-06-30,2010-07-21,7052787400.000000,4976003300.000000,0.224652,0.000000,1.120000,0.130597,0.295990
sh.601139,2010-01-13,2009-12-31,2010-01-13,5979950000.000000,0.000000,0.064680,0.000000,0.240000,1.374906,0.335251
sh.601139,2010-07-10,2010-06-30,2010-07-10,7079990000.000000,2506900000.000000,0.032775,8.100000,0.160000,3.009113,0.281068
sh.601166,2010-01-07,2009-12-31,2010-01-07,0.000000,0.000000,0.378395,24.540000,2.660000,0.061512,0.236061
sh.601179,2010-08-07,2010-06-30,2010-08-07,27533450000.000000,14642160000.000000,0.031510,10.450000,0.130000,8.151176,0.239200
sh.601666,2010-02-12,2009-12-31,2010-02-12,15848557300.000000,7650791200.000000,-0.901414,0.000000,1.008800,0.102220,-0.576725
sh.601666,2010-07-13,2010-06-30,2010-07-13,16800847700.000000,9341948600.000000,0.215239,0.000000,0.698700,0.640280,0.419670
sh.601699,2010-07-20,2010-06-30,2010-07-20,25034000000.000000,10288090000.000000,0.278594,0.000000,1.300000,0.083916,0.249818
sh.601788,2010-01-07,2009-12-31,2010-01-07,62053450000.000000,22492780000.000000,0.437484,18.160000,0.930000,0.818148,1.350974
sh.601872,2010-03-06,2009-12-31,2010-03-06,14654650000.000000,9456850000.000000,-0.259217,0.000000,0.100000,-0.414534,-0.676456
sh.601888,2010-02-11,2009-12-31,2010-02-11,5489125100.000000,3714625500.000000,0.096271,18.310000,0.427900,0.000000,0.300019
sh.601918,2010-01-19,2009-12-31,2010-01-19,16607469800.000000,0.000000,-0.136189,0.000000,0.450000,-0.087790,-0.269380
sh.601918,2010-07-20,2010-06-30,2010-07-20,18022766200.000000,6487602600.000000,0.084483,0.000000,0.350000,1.380565,0.350806
sh.601958,2010-01-27,2009-12-31,2010-01-27,14076991000.000000,13281111300.000000,-0.677435,0.000000,0.170000,-0.154404,-0.787508
sz.000006,2010-01-12,2009-12-31,2010-01-12,7179280800.000000,2109411100.000000,0.351206,0.000000,0.647400,0.800236,1.237455
sz.000006,2010-07-30,2010-06-30,2010-07-30,7533025600.000000,2013968300.000000,-0.012595,4.750000,0.130000,0.952819,0.005122
sz.000010,2010-01-15,2009-12-31,2010-01-15,247334400.000000,49067300.000000,-0.045667,0.000000,0.060000,86.278132,-0.245896
sz.000011,2010-01-14,2009-12-31,2010-01-14,2803551400.000000,656015400.000000,0.137047,0.000000,0.153500,31.274159,2.223277
sz.000012,2010-03-18,2009-12-31,2010-03-18,10913350000.000000,5315520000.000000,0.336559,0.000000,0.680000,73319.833333,1.304567
sz.000021,2010-08-16,2010-06-30,2010-08-16,5926309600.000000,3755826900.000000,0.058877,4.840000,0.136500,9.811324,0.926647
sz.000025,2010-02-09,2009-12-31,2010-02-09,615280000.000000,171780000.000000,0.012782,4.410000,0.033600,15.465073,-0.799432
sz.000027,2010-01-15,2009-12-31,2010-01-15,31313530000.000000,12880890000.000000,0.369188,0.000000,0.840000,0.026375,7.318920
sz.000027,2010-07-22,2010-06-30,2010-07-22,29835300000.000000,13184370300.000000,-0.075017,0.000000,0.400000,8.843932,-0.141482
sz.000042,2010-01-13,2009-12-31,2010-01-13,5889420000.000000,2039450000.000000,0.954065,0.000000,0.982400,0.775697,11.729628
sz.000042,2010-07-13,2010-06-30,2010-07-13,6391440000.000000,2066490000.000000,-0.259134,0.000000,0.336800,-0.460153,-0.438349
sz.000045,2010-01-12,2009-12-31,2010-01-12,771960000.000000,490240000.000000,-0.018817,0.000000,0.170000,8.943099,0.666922
sz.000058,2010-03-09,2009-12-31,2010-03-09,1345673200.000000,999009700.000000,-0.483383,0.000000,-0.421500,1.841808,-5.985596
sz.000070,2010-02-09,2009-12-31,2010-02-09,1224020000.000000,701570000.000000,0.020660,0.000000,0.165400,0.410344,1.396056
sz.000088,2010-01-28,2009-12-31,2010-01-28,4877652859.730000,4182066418.410000,-0.089970,11.730000,0.370300,-0.064756,-0.170281
sz.000090,2010-07-31,2010-06-30,2010-07-31,6303998400.000000,2843576400.000000,-0.031964,0.000000,0.034800,202.708276,-0.530694
sz.000099,2010-01-13,2009-12-31,2010-01-13,2518024700.000000,1486894000.000000,0.027752,0.000000,0.208900,0.406296,-0.257897
sz.000100,2010-10-23,2010-09-30,2010-10-23,48189584800.000000,10025613900.000000,0.009929,3.040000,0.060600,19.959883,-2.840142
sz.000150,2010-02-10,2009-12-31,2010-02-10,1113997200.000000,726829000.000000,0.056408,0.000000,0.310000,0.000000,0.109474
sz.000420,2010-03-31,2009-12-31,2010-03-31,2730280000.000000,990390000.000000,0.936195,1.920000,0.045000,0.679616,0.948838
sz.000429,2010-01-30,2009-12-31,2010-01-30,8915180000.000000,3598230000.000000,-0.057967,0.000000,0.260000,1845.118438,-0.235412
sz.000501,2010-08-17,2010-06-30,2010-08-17,6007251900.000000,1584100700.000000,0.072484,0.000000,0.340000,3.635783,0.257237
sz.000507,2010-02-11,2009-12-31,2010-02-11,1729440000.000000,1254400000.000000,0.020839,0.000000,0.270000,0.000000,-0.199829
sz.000513,2010-01-15,2009-12-31,2010-01-15,3123227700.000000,2149106000.000000,1.452467,0.000000,1.610000,0.258990,4.856200
sz.000531,2010-03-02,2009-12-31,2010-03-02,6269319100.000000,946989500.000000,1.148184,0.000000,0.947500,8.034824,7.806511
sz.000544,2010-01-27,2009-12-31,2010-01-27,745249700.000000,514377300.000000,-0.022766,0.000000,0.218000,0.134268,-0.040131
sz.000545,2010-02-05,2009-12-31,2010-02-05,238610500.000000,6411600.000000,-0.287832,0.000000,-0.270000,-0.270486,-13.049093
sz.000546,2010-04-28,2009-12-31,2010-04-28,406805600.000000,131503300.000000,0.237088,14.370000,0.111500,0.000000,2.216615
sz.000550,2010-01-20,2009-12-31,2010-01-20,8294350000.000000,4847550000.000000,0.314887,0.000000,1.220000,0.064840,0.676084
sz.000550,2010-07-14,2010-06-30,2010-07-14,9856980000.000000,5462900000.000000,0.705773,0.000000,1.210000,0.360461,1.272342
sz.000562,2010-01-23,2009-12-31,2010-01-23,28970110000.000000,6506870000.000000,0.395442,19.490000,0.770000,1.155880,1.052090
sz.000562,2010-07-08,2010-06-30,2010-07-08,23759820000.000000,6563730000.000000,0.142816,10.810000,0.499700,0.325068,0.359571
sz.000627,2010-03-04,2009-12-31,2010-03-04,2155730200.000000,1518172000.000000,0.062243,0.000000,0.074000,0.337711,22.262774
sz.000668,2010-02-27,2009-12-31,2010-02-27,1049760000.000000,627317800.000000,-0.497600,0.000000,0.760000,-0.854260,0.421920
sz.000703,2010-02-11,2009-12-31,2010-02-11,303337600.000000,187511400.000000,-0.029851,0.000000,-0.140000,238.758931,-0.156754
sz.000713,2010-07-20,2010-06-30,2010-07-20,1356795328.470000,647144865.080000,0.192518,13.750000,0.308400,2.461996,2.221747
sz.000728,2010-04-12,2010-03-31,2010-04-12,26434208500.000000,14400194300.000000,0.067394,0.000000,0.134000,0.884285,1.054522
sz.000759,2010-03-13,2009-12-31,2010-03-13,4645958700.000000,1719853200.000000,0.074110,0.000000,0.380000,207.418070,0.310878
sz.000768,2010-07-14,2010-06-30,2010-07-14,17300000000.000000,9070000000.000000,0.069956,1.320000,0.050000,0.516757,2.465626
sz.000778,2010-02-27,2009-12-31,2010-02-27,17979808900.000000,9413835300.000000,0.253019,0.000000,0.688200,0.225655,0.953625
sz.000778,2010-07-21,2010-06-30,2010-07-21,20845788800.000000,9914819500.000000,0.120641,0.000000,0.367000,1.088221,0.056030
sz.000780,2010-04-08,2009-12-31,2010-04-08,4457960000.000000,2968880000.000000,-0.047955,17.480000,0.460000,0.026455,-0.250527
sz.000783,2010-01-20,2009-12-31,2010-01-20,35377471500.000000,9124363800.000000,0.308761,24.810000,0.800000,0.616188,0.810153
sz.000783,2010-07-10,2010-06-30,2010-07-10,31670526500.000000,8768547900.000000,-0.066866,5.230000,0.230000,-0.087514,-0.237840
sz.000783,2010-10-16,2010-09-30,2010-10-16,30345974000.000000,9280687100.000000,0.010642,10.110000,0.440000,0.219165,0.057783
sz.000788,2010-01-21,2009-12-31,2010-01-21,1345490000.000000,545700000.000000,0.133890,0.000000,0.250000,0.685778,2.229204
sz.000800,2010-03-05,2009-12-31,2010-03-05,14419117600.000000,7630947600.000000,0.332744,0.000000,1.000900,0.725617,0.475922
sz.000800,2010-10-28,2010-09-30,2010-10-28,17336269900.000000,8577977200.000000,0.456282,0.000000,1.008900,0.683017,0.871611
sz.000821,2010-04-07,2009-12-31,2010-04-07,1318972400.000000,1127415200.000000,-0.006000,0.000000,0.010000,-0.241971,-2.229848
sz.000852,2010-01-05,2009-12-31,2010-01-05,1594510000.000000,970980000.000000,0.022818,0.000000,0.280000,-0.088622,-0.076647
sz.000858,2010-02-01,2009-12-31,2010-02-01,20951030000.000000,14366260000.000000,0.378974,0.000000,0.856000,953.650351,0.878675
sz.000858,2010-10-14,2010-09-30,2010-10-14,24686848400.000000,17076693600.000000,0.288744,21.260000,0.894000,1467.129760,0.479280
sz.000868,2010-02-10,2009-12-31,2010-02-10,2190611500.000000,658752800.000000,0.000958,3.760000,0.080000,0.051855,-0.407211
sz.000868,2010-07-16,2010-06-30,2010-07-16,2404681500.000000,686127200.000000,0.110633,3.980000,0.090000,2.365226,2.263880
sz.000877,2010-04-16,2009-12-31,2010-04-16,7871272700.000000,1386984100.000000,0.528680,0.000000,1.120000,3.915061,0.897512
sz.000883,2010-03-09,2009-12-31,2010-03-09,4775202400.000000,916366300.000000,0.063752,5.410000,0.170000,1.570912,0.516369
sz.000901,2010-01-27,2009-12-31,2010-01-27,436390000.000000,315700000.000000,0.252048,0.000000,0.031000,1.553516,1.015299
sz.000901,2010-07-14,2010-06-30,2010-07-14,1029399100.000000,729143000.000000,0.014613,5.220000,0.150300,4.333294,0.141139
sz.000916,2010-02-02,2009-12-31,2010-02-02,4227669600.000000,3917283000.000000,0.030300,0.000000,0.260000,0.164754,0.088126
sz.000927,2010-03-06,2009-12-31,2010-03-06,8066920000.000000,3449990000.000000,0.047451,0.000000,0.110200,0.312936,4.490578
sz.000928,2010-04-08,2009-12-31,2010-04-08,2492564200.000000,1018627700.000000,-0.035815,0.000000,0.007800,-0.312616,-1.317785
sz.000930,2010-02-22,2009-12-31,2010-02-22,6764669900.000000,2153548900.000000,0.205175,0.000000,0.261500,0.815904,0.327851
sz.000937,2010-03-23,2009-12-31,2010-03-23,21048515600.000000,9517389200.000000,-1.319282,0.000000,1.387700,1.182409,-0.392112
sz.000960,2010-08-10,2010-06-30,2010-08-10,9887220000.000000,4009590000.000000,0.051552,0.000000,0.236500,0.409731,8.736171
sz.000962,2010-03-16,2009-12-31,2010-03-16,2881060000.000000,1192800000.000000,-0.059450,0.000000,0.105500,0.146807,-0.426098
sz.000965,2010-01-19,2009-12-31,2010-01-19,3891919900.000000,1869333300.000000,0.100238,0.000000,0.350000,0.000000,0.705393
sz.000966,2010-03-03,2009-12-31,2010-03-03,14825760000.000000,1481030000.000000,1.598764,3.510000,0.090000,5.139482,1.103861
sz.000971,2010-04-02,2009-12-31,2010-04-02,752976100.000000,187836500.000000,-0.331742,0.000000,-0.280000,-0.083843,-0.860879
sz.000973,2010-07-10,2010-06-30,2010-07-10,4391771900.000000,1201131300.000000,0.133014,0.000000,0.089300,0.606290,7.745503
sz.000985,2010-01-29,2009-12-31,2010-01-29,510358500.000000,467396900.000000,0.307155,0.000000,0.220000,-0.235906,2.806769
